MP:0005282	decreased fatty acid level
ZP:0007223	abnormal(ly) increased distance ceratobranchial 5 tooth towards ceratobranchial 5 tooth
ZP:0007220	abnormal(ly) increased width ceratobranchial 5 tooth
ZP:0007210	abnormal(ly) organization quality retinal ganglion cell axon
ZP:0007209	abnormal(ly) branched retinal ganglion cell axon
ZP:0003902	abnormal(ly) structure inner ear
ZP:0007215	abnormal(ly) hypoplastic olfactory placode
ZP:0002932	abnormal(ly) decreased length pharyngeal arch 3-7
ZP:0007214	abnormal(ly) arrested pectoral fin development
ZP:0007213	abnormal(ly) arrested chondrocyte intercalation involved in growth plate cartilage morphogenesis
ZP:0007212	abnormal(ly) decreased occurrence ossification
ZP:0007206	abnormal(ly) aplastic pectoral fin fold
ZP:0007204	abnormal(ly) increased thickness pharyngeal arch 2 skeleton
ZP:0007192	abnormal(ly) increased thickness pharyngeal arch 3-7 skeleton
ZP:0007193	abnormal(ly) increased width pharyngeal arch 3-7 skeleton
ZP:0007196	abnormal(ly) structure optic tract
ZP:0007187	abnormal(ly) process quality heparan sulfate proteoglycan biosynthetic process
ZP:0007189	abnormal(ly) delayed tooth mineralization
ZP:0005096	abnormal(ly) decreased length pharyngeal arch 3-7 skeleton
ZP:0001692	abnormal(ly) disrupted pectoral fin development
HP:0002986	Radial bowing
MP:0000552	abnormal radius morphology
MP:0010719	ciliary body coloboma
MP:0008161	increased diameter of radius
MP:0008163	increased diameter of ulna
MP:0003451	absent olfactory bulb
MP:0009039	absent inferior colliculus
MP:0004221	abnormal iridocorneal angle
MP:0001447	abnormal nest building behavior
HP:0007378	Neoplasm of the gastrointestinal tract
HP:0002585	Abnormality of the peritoneum
HP:0100615	Ovarian neoplasm
HP:0012254	Ewing's sarcoma
ZP:0003188	abnormal(ly) structure cell spindle
ZP:0003187	abnormal(ly) disorganized spinal cord neuron
HP:0003749	Pelvic girdle muscle weakness
HP:0003555	Muscle fiber splitting
HP:0003551	Difficulty climbing stairs
HP:0003547	Shoulder girdle muscle weakness
MP:0009946	abnormal olfactory bulb layer morphology
MP:0005236	abnormal olfactory nerve morphology
HP:0000808	Penoscrotal hypospadias
ZP:0009802	abnormal(ly) undivided pectoral fin lepidotrichium
ZP:0009803	abnormal(ly) absent pectoral fin lepidotrichium joint
ZP:0009800	abnormal(ly) undivided caudal fin lepidotrichium
ZP:0009801	abnormal(ly) absent caudal fin lepidotrichium joint
ZP:0009804	abnormal(ly) undivided lepidotrichium
ZP:0009805	abnormal(ly) absent lepidotrichium joint
ZP:0009799	abnormal(ly) process quality fin morphogenesis
ZP:0009997	abnormal(ly) duplicated tail bud
ZP:0005727	abnormal(ly) mislocalised tail bud
ZP:0001319	abnormal(ly) process quality dorsal/ventral pattern formation
MP:0009594	abnormal corneocyte envelope morphology
ZP:0004384	abnormal(ly) structure median fin fold
ZP:0004386	abnormal(ly) aplastic inner ear
ZP:0004383	abnormal(ly) decreased occurrence locomotory behavior
MP:0010394	decreased QRS amplitude
MP:0001415	increased exploration in new environment
HP:0012248	Prolonged PR interval
HP:0000410	Mixed hearing impairment
HP:0000413	Atresia of the external auditory canal
HP:0000402	Stenosis of the external auditory canal
HP:0004742	Abnormality of the renal collecting system
HP:0007678	Lacrimal duct stenosis
HP:0007925	Lacrimal duct aplasia
HP:0200021	Down-sloping shoulders
HP:0011094	Overbite
HP:0008554	Cochlear malformation
HP:0100267	Lip pit
HP:0008586	Hypoplasia of the cochlea
HP:0007477	Abnormal dermatoglyphics
HP:0100274	Gustatory lacrimation
HP:0004458	Dilatated internal auditory canal
HP:0000370	Abnormality of the middle ear
HP:0009795	Branchial fistula
HP:0004712	Renal malrotation
HP:0009798	Euthyroid goiter
HP:0000376	Incomplete partition of the cochlea type II
HP:0009796	Branchial cyst
HP:0009797	Cholesteatoma
ZP:0004751	abnormal(ly) process quality otic vesicle formation
ZP:0001904	abnormal(ly) disorganized semicircular canal
ZP:0002043	abnormal(ly) shape semicircular canal
ZP:0001896	abnormal(ly) aplastic lateral crista primordium
ZP:0001238	abnormal(ly) decreased width otic vesicle
ZP:0008282	abnormal(ly) morphology lateral line
ZP:0004754	abnormal(ly) malformed otic vesicle
ZP:0001876	abnormal(ly) disrupted semicircular canal morphogenesis
ZP:0002488	abnormal(ly) aplastic posterior crista primordium
ZP:0002489	abnormal(ly) aplastic anterior crista primordium
ZP:0007243	abnormal(ly) present in fewer numbers in organism hair cell
ZP:0000899	abnormal(ly) absent opercular lateral line neuromast
ZP:0001009	abnormal(ly) apoptotic hair cell
ZP:0010239	abnormal(ly) disrupted adenohypophysis development
ZP:0001049	abnormal(ly) circular head
ZP:0010534	abnormal(ly) apoptotic otic vesicle
ZP:0010535	abnormal(ly) oblong otic vesicle
ZP:0010533	abnormal(ly) paedomorphic growth adenohypophysis development
ZP:0010538	abnormal(ly) increased length cranial nerve VIII
ZP:0010539	abnormal(ly) decreased thickness cranial nerve VIII
ZP:0010537	abnormal(ly) hypoplastic mandibular muscle
ZP:0010540	abnormal(ly) shape macula
ZP:0010547	abnormal(ly) poorly differentiated adenohypophysis
ZP:0010546	abnormal(ly) quality neurohypophysis
ZP:0010545	abnormal(ly) circular mandibular arch skeleton
ZP:0010544	abnormal(ly) apoptotic posterior lateral line primordium
ZP:0010551	abnormal(ly) mislocalised prolactin secreting cell
ZP:0010549	abnormal(ly) structure peptide hormone secreting cell
ZP:0001920	abnormal(ly) quality otolith
ZP:0006611	abnormal(ly) quality hypophysis
ZP:0008495	abnormal(ly) process quality semicircular canal morphogenesis
MP:0004136	abnormal tongue muscle morphology
MP:0009760	abnormal mitotic spindle morphology
MP:0005247	abnormal extraocular muscle morphology
MP:0010978	absent ureteric bud
MP:0004396	decreased cochlear inner hair cell number
MP:0004922	abnormal common crus morphology
MP:0008064	decreased otic epithelium proliferation
MP:0008065	short endolymphatic duct
MP:0004452	abnormal pterygoid process morphology
HP:0011456	Absent stapes
MP:0003056	abnormal hyoid bone morphology
MP:0001086	absent petrosal ganglion
HP:0009892	Anotia
MP:0009897	decreased maxillary shelf size
MP:0003147	absent cochlea
MP:0003955	abnormal ultimobranchial body morphology
MP:0009914	abnormal hyoid bone lesser horn morphology
MP:0004507	abnormal ischium morphology
MP:0004506	abnormal pubis morphology
MP:0008063	increased otic epithelium apoptosis
MP:0006033	abnormal external auditory canal morphology
MP:0006032	abnormal ureteric bud morphology
MP:0006030	abnormal otic vesicle development
MP:0006031	abnormal branchial pouch morphology
HP:0010775	Vascular ring
MP:0004299	absent vestibular ganglion
MP:0011386	increased metanephric mesenchyme apoptosis
MP:0004317	small vestibular saccule
MP:0004315	absent vestibular saccule
MP:0005272	abnormal temporal bone morphology
MP:0003110	absent malleus processus brevis
ZP:0004376	abnormal(ly) morphology neurocranium
ZP:0004952	abnormal(ly) quality pharyngeal arch 2 skeleton
ZP:0007208	abnormal(ly) shape chondrocyte
ZP:0007202	abnormal(ly) sloped downward mandibular arch skeleton
ZP:0007205	abnormal(ly) organization quality pharyngeal arch cartilage chondrocyte
ZP:0007194	abnormal(ly) flattened diencephalon dorsal region
ZP:0007195	abnormal(ly) flattened midbrain dorsal region
ZP:0007188	abnormal(ly) increased occurrence chondroitin sulfate biosynthetic process
ZP:0007190	abnormal(ly) increased occurrence chondroitin sulfate proteoglycan biosynthetic process
ZP:0000968	abnormal(ly) disrupted anterior/posterior axon guidance
HP:0009891	Underdeveloped supraorbital ridges
HP:0002866	Hypoplastic iliac wings
HP:0001350	Slurred speech
HP:0011304	Broad thumb
HP:0010751	Chin dimple
HP:0200000	Dysharmonic bone age
HP:0001852	Sandal gap
HP:0001845	Overlapping toe
HP:0004689	Short fourth metatarsal
HP:0003066	Limited knee extension
HP:0001816	Thin nail
HP:0001814	Deep-set nails
HP:0001331	Absent septum pellucidum
MP:0005432	abnormal pro-B cell morphology
MP:0008755	abnormal immunoglobulin V(D)J recombination
MP:0010682	abnormal hair follicle infundibulum morphology
MP:0010684	abnormal hair follicle outer root sheath morphology
HP:0003645	Prolonged partial thromboplastin time
HP:0005261	Joint hemorrhage
HP:0012201	Reduced prothrombin activity
HP:0000225	Gingival bleeding
HP:0004419	Recurrent thrombophlebitis
HP:0008151	Prolonged prothrombin time
HP:0005305	Cerebral venous thrombosis
MP:0006052	cerebellum hemorrhage
HP:0000967	Petechiae
MP:0004245	genital hemorrhage
MP:0008466	enlarged mesenteric lymph nodes
MP:0010697	abnormal systemic arterial blood pressure regulation
MP:0003228	abnormal sinus venosus morphology
MP:0010155	abnormal intestine physiology
MP:0009660	abnormal induced retinal neovascularization
HP:0012438	Abnormal gallbladder physiology
ZP:0008262	abnormal(ly) disorganized caudal vein
ZP:0006873	abnormal(ly) decreased size dorsal aorta
ZP:0008260	abnormal(ly) increased accumulation blood towards post-vent region
ZP:0008261	abnormal(ly) increased accumulation blood towards vasculature
ZP:0008259	abnormal(ly) increased accumulation blood towards blood island
ZP:0000039	abnormal(ly) physical object quality swim bladder
ZP:0008268	abnormal(ly) hemorrhagic optic choroid vascular plexus
ZP:0008266	abnormal(ly) hemorrhagic central artery
ZP:0008267	abnormal(ly) present in greater numbers in organism ventral wall of dorsal aorta hematopoietic stem cell
ZP:0007934	abnormal(ly) hemorrhagic midbrain
ZP:0003347	abnormal(ly) dilated caudal vein
ZP:0000537	abnormal(ly) collapsed intersegmental vessel
MP:0011151	abnormal hippocampus stratum radiatum morphology
MP:0008563	decreased interferon-alpha secretion
MP:0001874	acanthosis
ZP:0007616	abnormal(ly) hemorrhagic vasculature
ZP:0000527	abnormal(ly) hemorrhagic brain
ZP:0007615	abnormal(ly) hemorrhagic pharynx
ZP:0007614	abnormal(ly) decreased size intermediate cell mass of mesoderm
MP:0001723	disorganized yolk sac vascular plexus
HP:0005542	Prolonged whole-blood clotting time
HP:0012175	Resistance to activated protein C
HP:0100602	Preeclampsia
HP:0008169	Reduced factor VII activity
HP:0008321	Reduced factor X activity
MP:0008741	abnormal heart iron level
HP:0010989	Abnormality of the intrinsic pathway
HP:0011858	Reduced factor IX activity
MP:0005023	abnormal wound healing
MP:0012305	umbilical cord hemorrhage
MP:0005000	abnormal immune tolerance
ZP:0001479	abnormal(ly) disrupted platelet aggregation
MP:0010166	increased response to stress-induced hyperthermia
MP:0009758	impaired behavioral response to cocaine
HP:0005003	Aplasia/Hypoplasia of the capital femoral epiphysis
HP:0100864	Short femoral neck
MP:0011440	increased kidney cell proliferation
MP:0003985	renal fibrosis
MP:0011065	abnormal kidney epithelial cell primary cilium morphology
HP:0100665	Angioedema
HP:0004841	Reduced factor XII activity
HP:0002574	Episodic abdominal pain
MP:0003075	altered response to CNS ischemic injury
HP:0008357	Reduced factor XIII activity
HP:0001929	Reduced factor XI activity
MP:0006056	increased vascular endothelial cell number
HP:0004846	Prolonged bleeding after surgery
MP:0001981	increased chemically-elicited antinociception
MP:0002863	improved righting response
MP:0001987	alcohol preference
MP:0003545	increased alcohol consumption
MP:0005341	decreased susceptibility to atherosclerosis
MP:0009307	decreased uterine fat pad weight
MP:0003917	increased kidney weight
MP:0003443	increased circulating glycerol level
HP:0000201	Pierre-Robin sequence
HP:0008807	Acetabular dysplasia
HP:0008744	Abnormality of the aryepiglottic fold
HP:0100499	Tibial deviation of toes
HP:0008753	Aplasia of the epiglottis
HP:0000308	Microretrognathia
HP:0000162	Glossoptosis
HP:0010752	Cleft mandible
HP:0004059	Radial club hand
HP:0009094	Cleft lower alveolar ridge
HP:0001646	Abnormality of the aortic valve
HP:0001896	Reticulocytopenia
HP:0009777	Absent thumb
HP:0003221	Chromosomal breakage induced by crosslinking agents
HP:0000085	Horseshoe kidney
HP:0000086	Ectopic kidney
HP:0000081	Duplicated collecting system
HP:0002245	Meckel diverticulum
HP:0003213	Deficient excision of UV-induced pyrimidine dimers in DNA
HP:0003214	Prolonged G2 phase of cell cycle
HP:0100587	Abnormality of the preputium
HP:0005344	Abnormality of the carotid arteries
HP:0100867	Duodenal stenosis
HP:0001017	Anemic pallor
HP:0010293	Aplasia/Hypoplasia of the uvula
HP:0001199	Triphalangeal thumb
HP:0009943	Complete duplication of the phalanges of the thumb
HP:0010791	Hyperplasia of the Leydig cells
HP:0008724	Hypoplasia of the ovary
MP:0002209	decreased germ cell number
MP:0008404	increased cellular sensitivity to methylmethanesulfonate
MP:0000239	absent common myeloid progenitor cells
MP:0004134	abnormal chest morphology
MP:0010336	increased acute lymphoblastic leukemia incidence
MP:0010358	abnormal free fatty acids level
MP:0011698	abnormal brown adipose tissue physiology
MP:0000187	abnormal triglyceride level
MP:0001902	reduced NMDA-mediated synaptic currents
MP:0008395	abnormal osteoblast differentiation
MP:0009544	abnormal thymus epithelium morphology
HP:0001773	Short foot
HP:0001601	Laryngomalacia
HP:0002779	Tracheomalacia
HP:0007021	Pain insensitivity
HP:0100716	Self-injurious behavior
HP:0001682	Subaortic stenosis
ZP:0008429	abnormal(ly) shortened head anterior-most
ZP:0008428	abnormal(ly) antero-posteriorly flattened head anterior-most
ZP:0008430	abnormal(ly) morphology cranial neural crest
ZP:0004811	abnormal(ly) decreased width ethmoid cartilage
ZP:0008427	abnormal(ly) decreased size head anterior-most
ZP:0003939	abnormal(ly) morphology ethmoid cartilage
ZP:0002110	abnormal(ly) deformed ethmoid cartilage
ZP:0004527	abnormal(ly) aplastic trabecula communis
ZP:0008436	abnormal(ly) hypoplastic trabecula communis
ZP:0008437	abnormal(ly) deformed trabecula communis
ZP:0008438	abnormal(ly) cleft palate
ZP:0008433	abnormal(ly) notched ethmoid cartilage
ZP:0008434	abnormal(ly) perforate ethmoid cartilage
ZP:0008435	abnormal(ly) shortened ethmoid cartilage
MP:0006432	abnormal costal cartilage morphology
MP:0008840	abnormal spike wave discharge
MP:0002826	tonic seizures
MP:0009358	environmentally induced seizures
MP:0001994	increased blinking frequency
MP:0004243	abnormal motor nerve collateral sprouting
MP:0009355	increased liver triglyceride level
MP:0010359	increased liver free fatty acids level
MP:0002678	increased follicle recruitment
MP:0008397	abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology
MP:0004919	abnormal positive T cell selection
MP:0008076	abnormal CD4-positive T cell differentiation
MP:0008077	abnormal CD8-positive T cell number
MP:0001825	arrested T cell differentiation
HP:0008517	Aplasia/Hypoplasia of the sacrum
HP:0001195	Single umbilical artery
HP:0002410	Aqueductal stenosis
MP:0005591	decreased vasodilation
MP:0004231	abnormal calcium ion homeostasis
MP:0012161	absent distal visceral endoderm
MP:0012159	absent anterior visceral endoderm
HP:0003163	Elevated urinary delta-aminolevulinic acid
HP:0003768	Periodic paralysis
HP:0003231	Hypertyrosinemia
HP:0006254	Elevated alpha-fetoprotein
HP:0004912	Hypophosphatemic rickets
HP:0004298	Abnormality of the abdominal wall
HP:0002590	Paralytic ileus
HP:0003235	Hypermethioninemia
HP:0006554	Acute hepatic failure
MP:0004001	decreased hepatocyte proliferation
MP:0000203	abnormal circulating aspartate transaminase level
MP:0010384	increased renal carcinoma incidence
MP:0002681	increased corpora lutea number
MP:0001123	dilated uterus
MP:0004896	abnormal endometrium morphology
MP:0009814	increased prostaglandin level
HP:0007565	Multiple cafe-au-lait spots
MP:0001130	abnormal ovarian folliculogenesis
ZP:0002029	abnormal(ly) disrupted pancreas development
HP:0001440	Synostosis involving metatarsal bones
HP:0009701	Metacarpal synostosis
ZP:0010388	abnormal(ly) decreased height median fin fold
ZP:0008344	abnormal(ly) decreased process quality collagen fibril organization
HP:0002623	Overriding aorta
MP:0000030	abnormal tympanic ring morphology
MP:0011453	abnormal glomerular capillary endothelium morphology
MP:0008059	abnormal podocyte foot process morphology
MP:0011359	decreased glomerular capillary number
HP:0011885	Hemorrhage of the eye
MP:0011509	dilated glomerular capillary
MP:0004568	fusion of glossopharyngeal and vagus nerve
HP:0001684	Secundum atrial septal defect
